total_sqft_cleaned,bath,bhk,availability_encoded,balcony,price_per_sqft,location_reduced,price
1070.0,2.0,2.0,1,1.0,4485.981308411215,Electronic City,48.0
1125.0,2.0,2.0,0,1.0,2888.0,Electronic City Phase II,32.49
1125.0,2.0,2.0,0,1.0,2888.0,other,32.49
1575.0,2.0,2.0,1,3.0,5396.825396825397,Kasavanhalli,85.0
1360.0,2.0,2.0,0,1.0,5706.617647058823,Hosa Road,77.61
1710.0,3.0,3.0,1,2.0,4970.7602339181285,Haralur Road,85.0
1200.0,2.0,2.0,0,1.0,2887.5,Electronic City Phase II,34.65
2185.0,3.0,4.0,1,3.0,5491.990846681922,Bannerghatta Road,120.0
2400.0,4.0,4.0,1,3.0,5625.0,other,135.0
1195.0,2.0,2.0,1,1.0,2999.1631799163183,Banashankari,35.84
1246.0,2.0,2.0,1,1.0,5377.2070626003215,other,67.0
1012.0,2.0,2.0,1,1.0,4446.640316205534,Bannerghatta Road,45.0
998.0,2.0,2.0,1,2.0,6513.026052104208,other,65.0
2400.0,3.0,3.0,1,1.0,10416.666666666666,other,250.0
1130.0,2.0,2.0,1,2.0,7522.123893805309,7th Phase JP Nagar,85.0
1744.0,4.0,3.0,1,1.0,12041.284403669724,Koramangala,210.0
2733.0,5.0,4.0,0,2.0,9476.765459202341,Rajaji Nagar,259.0
1354.0,2.0,3.0,1,1.0,7237.81388478582,other,98.0
3300.0,9.0,10.0,1,2.0,13636.363636363636,other,450.0
1389.0,2.0,2.0,1,2.0,6767.458603311735,other,94.0
2970.0,3.0,4.0,1,3.0,4377.104377104377,Sarjapur,130.0
2560.0,4.0,3.0,1,2.0,12109.375,other,310.0
1172.0,2.0,2.0,1,2.0,6399.317406143345,other,75.0
500.0,2.0,3.0,1,1.0,15000.0,other,75.0
1495.0,3.0,3.0,1,2.0,4013.3779264214045,Kaggadasapura,60.0
1738.0,2.0,2.0,1,1.0,3299.7698504027617,Varthur,57.35
1315.0,2.0,2.0,1,2.0,3802.2813688212927,other,50.0
1270.0,2.0,2.0,1,3.0,5748.031496062992,Marathahalli,73.0
1160.0,2.0,2.0,0,1.0,4500.0,Electronic City Phase II,52.2
1450.0,2.0,3.0,1,1.0,4620.689655172414,Raja Rajeshwari Nagar,67.0
470.0,1.0,1.0,1,1.0,4468.085106382979,other,21.0
1040.0,2.0,2.0,1,2.0,7500.0,other,78.0
1205.0,2.0,2.0,1,2.0,2406.639004149378,Sarjapur,29.0
1215.0,2.0,3.0,1,3.0,4115.22633744856,other,50.0
1135.0,2.0,2.0,1,2.0,5110.132158590309,Whitefield,58.0
1224.0,2.0,3.0,1,2.0,3999.1830065359477,8th Phase JP Nagar,48.95
664.0,1.0,1.0,1,1.0,5120.481927710844,Budigere,34.0
1160.0,2.0,3.0,1,2.0,3620.689655172414,Electronic City,42.0
1200.0,2.0,2.0,1,0.0,8750.0,other,105.0
1220.0,2.0,3.0,0,1.0,2885.2459016393445,other,35.2
1328.0,2.0,2.0,1,2.0,5195.78313253012,other,69.0
975.0,2.0,2.0,1,2.0,4615.384615384615,other,45.0
1907.0,2.0,3.0,1,1.0,10487.676979549029,other,200.0
900.0,2.0,2.0,1,1.0,8000.0,Malleshwaram,72.0
1330.0,2.0,2.0,1,2.0,6015.037593984963,other,80.0
2330.0,5.0,4.0,1,1.0,7510.729613733905,other,175.0
1222.0,3.0,3.0,1,2.0,7774.140752864158,other,95.0
4446.0,3.0,3.0,1,2.0,9221.772379667116,other,410.0
2100.0,3.0,3.0,1,1.0,6428.571428571428,Sarjapur  Road,135.0
3335.0,4.0,4.0,1,3.0,8695.652173913044,Sarjapur  Road,290.0
3150.0,3.0,3.0,0,1.0,9206.349206349207,Whitefield,290.0
1320.0,2.0,3.0,1,1.0,7196.969696969697,other,95.0
820.0,7.0,7.0,1,3.0,17073.170731707316,other,140.0
8000.0,5.0,5.0,1,3.0,6875.0,other,550.0
2400.0,5.0,4.0,1,3.0,20833.333333333332,Hennur Road,500.0
1330.0,2.0,3.0,1,2.0,3500.0,Uttarahalli,46.55
2000.0,4.0,4.0,1,1.0,6500.0,other,130.0
1244.0,2.0,2.0,0,1.0,4421.221864951768,Electronic City Phase II,55.0
1000.0,2.0,2.0,1,1.0,5000.0,other,50.0
1400.0,3.0,3.0,0,2.0,3214.285714285714,other,45.0
1000.0,2.0,2.0,1,2.0,3500.0,other,35.0
1056.0,1.0,2.0,1,0.0,23674.242424242424,Rajaji Nagar,250.0
1250.0,2.0,3.0,1,2.0,4000.0,Uttarahalli,50.0
2630.0,5.0,4.0,0,0.0,7148.28897338403,Hebbal,188.0
1225.0,2.0,2.0,0,2.0,3918.3673469387754,other,48.0
2790.0,5.0,4.0,0,3.0,7096.774193548387,Hebbal,198.0
2800.0,4.0,4.0,1,3.0,13035.714285714286,other,365.0
1683.0,3.0,3.0,1,3.0,4753.416518122401,other,80.0
1250.0,2.0,2.0,1,2.0,4320.0,Yelahanka,54.0
1305.0,2.0,3.0,1,1.0,8429.11877394636,Hennur Road,110.0
3009.0,3.0,3.0,1,1.0,11000.33233632436,Sarjapur  Road,331.0
1150.0,2.0,3.0,1,1.0,5000.0,other,57.5
1654.0,3.0,3.0,1,3.0,4232.1644498186215,Kaggadasapura,70.0
4500.0,3.0,4.0,1,0.0,5000.0,other,225.0
1890.0,4.0,3.0,0,3.0,6613.756613756614,other,125.0
1069.0,2.0,2.0,1,2.0,5144.9953227315245,Kasavanhalli,55.0
750.0,1.0,2.0,1,1.0,2466.6666666666665,Chandapura,18.5
675.0,4.0,4.0,1,0.0,20740.74074074074,Banashankari,140.0
2400.0,3.0,3.0,0,1.0,7375.0,Hormavu,177.0
1200.0,4.0,5.0,1,2.0,20000.0,other,240.0
1410.0,2.0,4.0,1,0.0,19858.156028368794,Koramangala,280.0
1680.0,3.0,3.0,1,3.0,7738.0952380952385,7th Phase JP Nagar,130.0
3500.0,4.0,3.0,1,2.0,14285.714285714286,other,500.0
1700.0,3.0,3.0,0,2.0,5500.0,Sarjapur  Road,93.5
2200.0,2.0,4.0,1,0.0,6818.181818181818,other,150.0
1595.0,3.0,3.0,1,1.0,6583.0721003134795,Thanisandra,105.0
1480.0,3.0,3.0,0,2.0,6756.756756756757,Hennur Road,100.0
1092.0,3.0,3.0,1,1.0,8699.6336996337,other,95.0
1866.0,4.0,3.0,0,2.0,13129.689174705252,Koramangala,245.0
3895.0,3.0,3.0,1,2.0,10012.836970474968,Hebbal,390.0
1683.0,3.0,3.0,1,2.0,6833.036244800951,Banashankari,115.0
545.0,2.0,2.0,1,1.0,4099.082568807339,other,22.34
1340.0,2.0,2.0,1,2.0,5447.761194029851,other,73.0
1100.0,3.0,3.0,0,2.0,4818.181818181818,other,53.0
2000.0,1.0,1.0,1,0.0,10000.0,Akshaya Nagar,200.0
1185.0,2.0,2.0,1,2.0,4725.738396624472,Whitefield,56.0
1025.0,2.0,2.0,0,2.0,2700.487804878049,Chandapura,27.68
1730.0,3.0,3.0,1,1.0,5491.329479768786,Haralur Road,95.0
1450.0,3.0,3.0,0,1.0,6110.3448275862065,Hennur Road,88.6
1862.0,4.0,3.0,1,1.0,5907.626208378088,Sarjapur  Road,110.0
4000.0,5.0,4.0,1,1.0,14450.0,Sarjapur  Road,578.0
2430.0,5.0,3.0,1,2.0,7407.407407407408,Old Madras Road,180.0
863.0,1.0,1.0,0,0.0,4698.725376593278,Hoodi,40.55
1170.0,2.0,2.0,1,3.0,4273.504273504273,other,50.0
1075.0,2.0,2.0,1,2.0,4651.162790697675,other,50.0
1060.0,2.0,2.0,1,1.0,3207.5471698113206,other,34.0
850.0,2.0,2.0,0,2.0,3764.705882352941,Sarjapur,32.0
935.0,2.0,2.0,1,1.0,4909.090909090909,other,45.9
1905.0,3.0,4.0,1,2.0,4514.435695538058,other,86.0
2000.0,6.0,6.0,1,3.0,15000.0,other,300.0
1125.0,2.0,2.0,1,1.0,4177.777777777777,Uttarahalli,47.0
600.0,6.0,6.0,1,2.0,12500.0,other,75.0
1500.0,4.0,4.0,1,1.0,7000.0,other,105.0
1725.0,3.0,3.0,1,3.0,4927.536231884058,Bannerghatta Road,85.0
1120.0,2.0,2.0,1,3.0,3214.285714285714,other,36.0
1750.0,2.0,3.0,1,2.0,4285.714285714285,other,75.0
2000.0,3.0,3.0,0,2.0,3850.0,7th Phase JP Nagar,77.0
1745.0,3.0,3.0,1,3.0,5616.045845272206,Koramangala,98.0
750.0,3.0,5.0,1,1.0,12666.666666666666,other,95.0
1270.0,2.0,3.0,1,2.0,4350.393700787402,Uttarahalli,55.25
5384.0,5.0,5.0,1,3.0,7800.891530460624,other,420.0
1180.0,2.0,2.0,1,2.0,6101.6949152542375,other,72.0
1130.0,2.0,2.0,1,1.0,6637.168141592921,other,75.0
2774.0,4.0,4.0,0,3.0,7101.658255227109,other,197.0
1723.0,3.0,3.0,1,2.0,5513.6390017411495,other,95.0
1175.0,2.0,2.0,1,2.0,6000.0,other,70.5
1607.0,2.0,3.0,1,2.0,6969.508400746733,other,112.0
1334.0,2.0,2.0,0,1.0,4647.67616191904,other,62.0
2800.0,5.0,5.0,1,3.0,4642.857142857143,other,130.0
1138.0,3.0,3.0,0,2.0,11247.80316344464,Bellandur,128.0
1113.0,2.0,2.0,0,1.0,6289.308176100629,other,70.0
1300.0,2.0,3.0,1,2.0,4461.538461538462,other,58.0
2400.0,4.0,4.0,1,2.0,14583.333333333334,other,350.0
1200.0,2.0,2.0,1,2.0,5000.0,other,60.0
1900.0,3.0,3.0,1,2.0,10000.0,other,190.0
5150.0,4.0,4.0,1,3.0,10854.368932038835,Jakkur,559.0
1200.0,5.0,5.0,1,2.0,24166.666666666668,other,290.0
2956.0,5.0,4.0,0,2.0,7916.102841677944,Whitefield,234.0
1100.0,5.0,5.0,1,1.0,15000.0,Begur Road,165.0
1398.0,2.0,2.0,0,1.0,6938.483547925608,Panathur,97.0
1152.0,1.0,2.0,1,0.0,5729.166666666667,other,66.0
1200.0,5.0,4.0,1,2.0,27083.333333333332,other,325.0
1110.0,2.0,2.0,1,2.0,4049.5495495495497,other,44.95
1116.0,2.0,2.0,1,1.0,4211.469534050179,other,47.0
1061.0,2.0,2.0,1,1.0,3189.4439208294066,other,33.84
620.0,1.0,1.0,1,1.0,14000.0,Malleshwaram,86.8
1300.0,2.0,3.0,1,2.0,4000.0,7th Phase JP Nagar,52.0
1270.0,2.0,2.0,1,2.0,4488.188976377953,Yelahanka,57.0
966.0,2.0,2.0,0,2.0,5175.983436853002,other,50.0
1200.0,4.0,4.0,1,1.0,9166.666666666666,other,110.0
1320.0,4.0,4.0,1,3.0,18863.636363636364,other,249.0
3596.0,5.0,4.0,1,1.0,8259.176863181312,other,297.0
1630.0,3.0,3.0,0,2.0,8036.80981595092,other,131.0
600.0,6.0,5.0,1,3.0,12000.0,other,72.0
600.0,4.0,4.0,1,2.0,10000.0,other,60.0
1202.0,2.0,2.0,1,1.0,5407.65391014975,other,65.0
1200.0,4.0,4.0,1,2.0,20833.333333333332,other,250.0
1300.0,2.0,2.0,1,2.0,6153.846153846154,Jakkur,80.0
1200.0,6.0,6.0,1,2.0,27500.0,Uttarahalli,330.0
1360.0,2.0,3.0,1,1.0,5147.058823529412,Electronic City,70.0
1155.0,2.0,2.0,1,1.0,5989.6103896103905,Hennur Road,69.18
2378.0,3.0,3.0,1,1.0,13036.164844407065,other,310.0
1011.0,2.0,2.0,1,2.0,3758.6547972304647,Hulimavu,38.0
1203.0,2.0,2.0,1,2.0,5985.037406483791,HSR Layout,72.0
1645.0,3.0,3.0,0,2.0,6869.300911854103,Hebbal,113.0
1364.0,2.0,3.0,1,3.0,3665.689149560117,other,50.0
1200.0,1.0,2.0,0,1.0,3000.0,other,36.0
1050.0,2.0,1.0,1,2.0,3904.7619047619046,other,41.0
1365.0,3.0,3.0,1,3.0,4835.1648351648355,Kothanur,66.0
1252.0,3.0,3.0,1,3.0,5591.054313099042,Jigani,70.0
1221.0,3.0,3.0,1,2.0,5323.505323505324,Jigani,65.0
1065.0,2.0,2.0,1,1.0,5446.0093896713615,Panathur,58.0
1270.0,2.0,3.0,1,1.0,4350.393700787402,Uttarahalli,55.25
1032.0,2.0,2.0,1,2.0,4360.46511627907,other,45.0
2900.0,4.0,4.0,1,2.0,11206.896551724138,other,325.0
1515.0,2.0,3.0,1,3.0,4554.455445544554,other,69.0
1427.0,2.0,2.0,1,2.0,3644.008409250175,other,52.0
940.0,2.0,2.0,1,2.0,5319.148936170212,other,50.0
800.0,5.0,5.0,0,1.0,11875.0,other,95.0
1460.0,2.0,3.0,1,2.0,5479.45205479452,Bannerghatta Road,80.0
2275.0,4.0,3.0,1,2.0,7692.307692307692,Sarjapur  Road,175.0
1522.0,3.0,3.0,0,2.0,5913.272010512484,other,90.0
3210.0,4.0,3.0,0,2.0,11838.006230529594,other,380.0
1185.0,2.0,2.0,1,2.0,3600.84388185654,Thanisandra,42.67
5425.0,13.0,13.0,1,0.0,5069.124423963133,other,275.0
1800.0,3.0,3.0,1,2.0,6944.444444444444,Banashankari,125.0
940.0,2.0,2.0,0,1.0,4680.851063829788,Electronics City Phase 1,44.0
1200.0,4.0,4.0,1,2.0,11250.0,other,135.0
1530.0,3.0,3.0,1,2.0,4640.522875816993,Marathahalli,71.0
1050.0,2.0,2.0,1,1.0,4571.428571428572,other,48.0
929.0,2.0,2.0,1,2.0,5274.48869752422,other,49.0
3750.0,5.0,4.0,1,3.0,3866.6666666666665,other,145.0
1530.0,3.0,3.0,1,3.0,4901.9607843137255,Whitefield,75.0
900.0,2.0,2.0,1,1.0,5333.333333333333,other,48.0
978.0,2.0,2.0,1,1.0,3498.9775051124743,other,34.22
4041.0,4.0,4.0,1,2.0,8537.490720118782,other,345.0
770.0,1.0,1.0,1,2.0,5690.909090909091,other,43.82
1066.0,2.0,2.0,1,3.0,5159.474671669794,other,55.0
635.0,1.0,1.0,1,0.0,4409.4488188976375,Electronic City,28.0
1015.0,2.0,2.0,1,1.0,4433.4975369458125,Whitefield,45.0
1175.0,2.0,2.0,1,0.0,4600.0,Hebbal,54.05
1200.0,4.0,4.0,1,2.0,10833.333333333334,other,130.0
1188.0,2.0,2.0,0,1.0,4208.754208754209,other,50.0
2400.0,5.0,5.0,1,2.0,29166.666666666668,other,700.0
620.0,1.0,1.0,0,1.0,4032.2580645161293,other,25.0
1210.0,2.0,2.0,1,0.0,6198.347107438017,other,75.0
1000.0,3.0,3.0,0,1.0,9000.0,other,90.0
1500.0,2.0,3.0,1,2.0,6600.0,Rajaji Nagar,99.0
1800.0,3.0,4.0,1,2.0,10555.555555555555,Electronic City,190.0
1185.0,2.0,2.0,1,2.0,3684.3881856540083,Thanisandra,43.66
1600.0,3.0,3.0,1,3.0,8125.0,other,130.0
1100.0,2.0,2.0,1,1.0,2545.4545454545455,other,28.0
1300.0,2.0,2.0,1,2.0,5325.384615384615,Yelahanka,69.23
1100.0,2.0,2.0,1,1.0,6181.818181818182,Kasavanhalli,68.0
860.0,2.0,2.0,0,1.0,3363.953488372093,other,28.93
1007.0,2.0,2.0,0,1.0,6355.511420059583,Panathur,64.0
1100.0,2.0,2.0,1,2.0,4363.636363636364,Akshaya Nagar,48.0
1187.0,2.0,2.0,1,1.0,3201.3479359730413,Whitefield,38.0
1150.0,2.0,2.0,1,2.0,6260.869565217391,other,72.0
2400.0,3.0,3.0,1,2.0,10500.0,other,252.0
1180.0,2.0,2.0,0,3.0,3554.237288135593,other,41.94
1820.0,3.0,3.0,1,2.0,4681.318681318681,Budigere,85.2
1200.0,6.0,6.0,1,3.0,15000.0,other,180.0
2400.0,6.0,3.0,1,2.0,32291.666666666668,other,775.0
3628.0,4.0,4.0,1,1.0,6780.595369349504,KR Puram,246.0
1430.0,3.0,3.0,1,2.0,4895.104895104895,other,70.0
700.0,2.0,2.0,0,1.0,5714.285714285715,Kanakpura Road,40.0
1200.0,1.0,2.0,1,0.0,5833.333333333333,other,70.0
1165.0,2.0,2.0,0,1.0,3499.570815450644,Old Madras Road,40.77
1569.0,3.0,3.0,1,2.0,7520.713830465264,Jalahalli,118.0
1950.0,4.0,3.0,1,3.0,4871.794871794872,other,95.0
1200.0,3.0,2.0,1,1.0,5833.333333333333,other,70.0
2437.0,3.0,3.0,1,2.0,5129.257283545343,other,125.0
950.0,2.0,2.0,1,2.0,4915.789473684211,Marathahalli,46.7
1685.0,3.0,3.0,0,3.0,6824.925816023739,Bellandur,115.0
3270.0,4.0,4.0,1,3.0,6269.113149847095,other,205.0
1314.0,2.0,2.0,1,2.0,8371.38508371385,Sarjapur  Road,110.0
1250.0,3.0,3.0,0,2.0,3200.0,other,40.0
1130.0,2.0,2.0,1,2.0,6017.699115044248,other,68.0
1200.0,9.0,6.0,1,3.0,10166.666666666666,other,122.0
890.0,5.0,6.0,1,2.0,17977.52808988764,other,160.0
857.0,3.0,3.0,1,2.0,11085.180863477246,other,95.0
2247.0,3.0,3.0,1,2.0,6453.048509123276,Whitefield,145.0
1550.0,3.0,3.0,1,2.0,5483.870967741936,Marathahalli,85.0
1715.0,2.0,3.0,1,2.0,5830.903790087464,Hoodi,100.0
1053.0,2.0,2.0,1,1.0,5033.2383665717,Hennur Road,53.0
1200.0,3.0,3.0,1,0.0,4166.666666666667,Begur Road,50.0
1800.0,2.0,3.0,1,1.0,12777.777777777777,other,230.0
2400.0,4.0,5.0,1,0.0,4041.6666666666665,other,97.0
1245.0,1.0,2.0,1,3.0,4819.277108433735,other,60.0
1320.0,2.0,2.0,1,1.0,12121.212121212122,Koramangala,160.0
3940.0,5.0,4.0,1,3.0,6725.888324873096,Whitefield,265.0
1241.0,2.0,3.0,1,1.0,5237.711522965351,Thanisandra,65.0
2980.0,4.0,3.0,1,2.0,8724.832214765102,7th Phase JP Nagar,260.0
600.0,5.0,6.0,1,3.0,21666.666666666668,other,130.0
1090.0,2.0,2.0,1,2.0,5229.357798165138,Raja Rajeshwari Nagar,57.0
1390.0,2.0,3.0,1,1.0,3597.122302158273,other,50.0
600.0,4.0,8.0,1,3.0,29166.666666666668,other,175.0
2750.0,5.0,3.0,1,2.0,10000.0,other,275.0
1100.0,2.0,3.0,0,1.0,4815.454545454545,Kanakpura Road,52.97
1350.0,2.0,2.0,1,2.0,7629.62962962963,Koramangala,103.0
800.0,2.0,2.0,1,2.0,6875.0,other,55.0
1787.0,3.0,3.0,1,2.0,6491.326245103525,Sarjapur  Road,116.0
2400.0,3.0,3.0,1,2.0,9166.666666666666,other,220.0
3700.0,4.0,4.0,1,2.0,8783.783783783783,Haralur Road,325.0
1691.0,3.0,3.0,1,2.0,5500.295683027794,Sarjapur  Road,93.01
2119.0,4.0,4.0,0,3.0,5238.319962246343,other,111.0
2325.0,3.0,3.0,0,2.0,4086.021505376344,other,95.0
570.0,5.0,5.0,1,0.0,14035.087719298246,other,80.0
1896.0,3.0,3.0,1,2.0,5379.7468354430375,Akshaya Nagar,102.0
1540.0,3.0,3.0,0,2.0,3150.0,other,48.51
1244.0,2.0,2.0,1,2.0,7636.655948553054,other,95.0
1365.0,2.0,3.0,1,2.0,4761.9047619047615,Hormavu,65.0
580.0,1.0,1.0,0,1.0,4741.379310344828,Thanisandra,27.5
1355.0,3.0,3.0,0,2.0,6189.667896678967,Hebbal,83.87
1500.0,4.0,3.0,1,2.0,12000.0,other,180.0
1513.0,2.0,2.0,1,3.0,4097.818902842036,8th Phase JP Nagar,62.0
1175.0,2.0,2.0,1,1.0,3500.4255319148942,Banashankari,41.13
2087.0,4.0,3.0,0,2.0,6660.277910876856,Thanisandra,139.0
2273.0,3.0,3.0,0,2.0,6379.234491860977,other,145.0
2050.0,3.0,3.0,0,2.0,7317.073170731707,Thanisandra,150.0
1200.0,2.0,2.0,1,1.0,6250.0,other,75.0
1190.0,2.0,2.0,1,3.0,4957.983193277311,Whitefield,59.0
600.0,3.0,4.0,1,2.0,14166.666666666666,other,85.0
1019.0,2.0,2.0,0,2.0,4893.032384690873,Marathahalli,49.86
1830.0,3.0,3.0,1,2.0,7267.75956284153,Thigalarapalya,133.0
4278.0,7.0,7.0,1,1.0,6989.247311827957,other,299.0
1028.0,2.0,2.0,1,1.0,5447.470817120623,Sarjapur  Road,56.0
1300.0,2.0,2.0,1,2.0,7692.307692307692,Old Madras Road,100.0
1160.0,2.0,2.0,1,1.0,5775.862068965517,Whitefield,67.0
1505.0,3.0,3.0,1,2.0,5182.724252491695,other,78.0
1250.0,2.0,2.0,1,1.0,4444.0,other,55.55
400.0,2.0,1.0,1,1.0,12500.0,other,50.0
1175.0,2.0,2.0,1,1.0,3547.2340425531916,Sarjapur,41.68
1100.0,2.0,2.0,1,2.0,5236.363636363636,other,57.6
2159.0,3.0,3.0,1,2.0,5558.12876331635,other,120.0
1230.0,2.0,2.0,0,1.0,4589.430894308943,other,56.45
1200.0,4.0,3.0,1,2.0,15000.0,other,180.0
3100.0,6.0,5.0,1,1.0,5322.580645161291,other,165.0
5020.0,7.0,5.0,0,0.0,5717.131474103586,Old Madras Road,287.0
1200.0,1.0,1.0,1,0.0,4000.0,other,48.0
1340.0,2.0,2.0,1,1.0,5298.507462686567,other,71.0
1750.0,2.0,3.0,1,2.0,5085.714285714285,Banashankari,89.0
1400.0,2.0,2.0,1,1.0,7142.857142857143,other,100.0
1350.0,3.0,3.0,1,0.0,4444.444444444444,Nagarbhavi,60.0
1675.0,3.0,3.0,1,3.0,3701.492537313433,other,62.0
1340.0,2.0,2.0,0,1.0,4950.0,Thanisandra,66.33
600.0,1.0,2.0,1,0.0,11333.333333333334,Malleshwaram,68.0
1276.0,2.0,2.0,1,2.0,5956.112852664577,Hulimavu,76.0
1738.0,2.0,3.0,1,3.0,4372.8423475258915,Ramagondanahalli,76.0
1190.0,2.0,2.0,1,2.0,5033.6134453781515,other,59.9
1128.0,2.0,2.0,0,1.0,5802.304964539007,Electronic City,65.45
1250.0,2.0,2.0,1,1.0,4400.0,other,55.0
1450.0,2.0,2.0,1,2.0,6206.896551724138,other,90.0
1084.0,2.0,2.0,1,1.0,4889.29889298893,other,53.0
2150.0,4.0,4.0,1,2.0,4186.046511627907,Kaggadasapura,90.0
6000.0,4.0,4.0,1,0.0,10416.666666666666,Koramangala,625.0
600.0,3.0,4.0,1,0.0,12833.333333333334,Nagarbhavi,77.0
1250.0,2.0,2.0,1,2.0,5200.0,other,65.0
2400.0,4.0,3.0,1,1.0,10000.0,other,240.0
1304.0,3.0,3.0,1,0.0,4984.662576687117,other,65.0
1640.0,3.0,3.0,1,2.0,16341.463414634147,Rajaji Nagar,268.0
980.0,2.0,2.0,1,1.0,7902.040816326531,7th Phase JP Nagar,77.44
1275.0,2.0,2.0,1,2.0,3882.3529411764707,other,49.5
10030.0,1.0,1.0,1,1.0,1495.5134596211367,other,150.0
2500.0,4.0,3.0,1,0.0,5600.0,other,140.0
3600.0,4.0,4.0,1,0.0,6250.0,other,225.0
2400.0,4.0,3.0,1,0.0,3958.3333333333335,other,95.0
2300.0,3.0,3.0,1,2.0,12173.91304347826,other,280.0
1450.0,2.0,3.0,0,2.0,4840.000000000001,Kanakpura Road,70.18
890.0,2.0,2.0,1,1.0,4494.38202247191,Electronic City,40.0
1340.0,2.0,2.0,1,3.0,6343.2835820895525,Bannerghatta Road,85.0
1100.0,2.0,3.0,1,1.0,6818.181818181818,other,75.0
750.0,2.0,2.0,1,1.0,5333.333333333333,Kengeri,40.0
700.0,4.0,4.0,1,2.0,17857.14285714286,other,125.0
1300.0,2.0,2.0,1,2.0,5076.923076923077,Akshaya Nagar,66.0
1301.0,2.0,2.0,0,1.0,9223.674096848577,other,120.0
3200.0,8.0,9.0,1,1.0,4062.5,other,130.0
1900.0,2.0,3.0,1,2.0,4842.105263157895,other,92.0
1299.0,2.0,2.0,0,1.0,8083.140877598153,Kanakpura Road,105.0
1250.0,3.0,3.0,0,3.0,3200.0,other,40.0
1600.0,4.0,4.0,1,2.0,18750.0,Whitefield,300.0
925.0,2.0,2.0,1,1.0,5945.945945945946,other,55.0
3900.0,3.0,3.0,1,3.0,6410.25641025641,other,250.0
1107.0,2.0,2.0,1,1.0,4065.040650406504,Uttarahalli,45.0
1400.0,2.0,2.0,1,2.0,11428.57142857143,other,160.0
1300.0,2.0,2.0,1,1.0,5153.846153846154,Electronics City Phase 1,67.0
570.0,2.0,2.0,1,1.0,10877.192982456141,Yeshwanthpur,62.0
1715.0,3.0,3.0,1,2.0,5539.35860058309,other,95.0
1200.0,2.0,2.0,1,1.0,4583.333333333333,Uttarahalli,55.0
1200.0,5.0,6.0,1,1.0,23333.333333333332,other,280.0
703.0,2.0,2.0,1,1.0,8534.850640113798,other,60.0
921.0,2.0,2.0,0,2.0,3199.782844733985,other,29.47
1144.0,2.0,2.0,1,2.0,5681.818181818182,Marathahalli,65.0
525.0,1.0,1.0,0,1.0,4954.285714285715,Kanakpura Road,26.01
1400.0,2.0,3.0,1,2.0,4000.0,other,56.0
661.0,1.0,1.0,0,1.0,4992.435703479577,other,33.0
1200.0,6.0,6.0,1,2.0,13333.333333333334,other,160.0
1200.0,5.0,5.0,1,2.0,5833.333333333333,other,70.0
1705.0,3.0,3.0,1,1.0,5337.243401759531,Yelahanka,91.0
1035.0,5.0,5.0,1,1.0,16425.12077294686,other,170.0
1430.0,2.0,3.0,1,0.0,3846.153846153846,other,55.0
1240.0,2.0,2.0,1,2.0,4435.4838709677415,Marathahalli,55.0
1325.0,2.0,3.0,1,2.0,4588.679245283019,other,60.8
1230.0,2.0,2.0,1,2.0,3577.2357723577234,Thanisandra,44.0
1000.0,2.0,2.0,1,3.0,2800.0,Electronics City Phase 1,28.0
740.0,2.0,4.0,1,1.0,3310.810810810811,other,24.5
1330.0,2.0,3.0,1,2.0,3492.4812030075186,Uttarahalli,46.45
3005.0,5.0,4.0,1,2.0,9151.414309484193,Sarjapur  Road,275.0
1300.0,3.0,3.0,1,2.0,13076.923076923076,other,170.0
1243.0,2.0,2.0,1,2.0,3700.7240547063557,Haralur Road,46.0
936.0,2.0,4.0,1,1.0,6500.0,other,60.84
1500.0,2.0,3.0,0,2.0,6666.666666666667,other,100.0
1200.0,4.0,3.0,1,1.0,13000.0,other,156.0
1073.0,2.0,2.0,1,2.0,6710.158434296365,other,72.0
1300.0,2.0,2.0,1,2.0,4307.692307692308,other,56.0
4201.0,4.0,4.0,0,3.0,10354.677457748156,Sarjapur,435.0
1065.0,2.0,2.0,0,1.0,2887.323943661972,Electronic City,30.75
1216.0,2.0,2.0,0,1.0,5500.0,Whitefield,66.88
1252.0,3.0,3.0,1,2.0,4712.460063897764,Jigani,59.0
1196.0,2.0,2.0,0,1.0,3745.819397993311,Hormavu,44.8
1027.0,2.0,2.0,1,2.0,4284.323271665044,other,44.0
610.0,2.0,3.0,1,1.0,12295.081967213115,other,75.0
1270.0,2.0,3.0,1,2.0,4500.0,other,57.15
1171.0,2.0,2.0,0,2.0,3330.486763450043,other,39.0
1215.0,2.0,3.0,1,3.0,4000.0,other,48.6
600.0,1.0,1.0,1,0.0,3333.3333333333335,other,20.0
1180.0,2.0,2.0,0,1.0,6525.423728813559,Whitefield,77.0
1160.0,2.0,2.0,0,1.0,2888.793103448276,Electronic City Phase II,33.51
4382.0,4.0,4.0,1,3.0,9128.251939753538,other,400.0
2140.0,3.0,3.0,0,2.0,6495.327102803738,Whitefield,139.0
1500.0,3.0,3.0,1,1.0,6666.666666666667,Yeshwanthpur,100.0
1008.0,2.0,2.0,1,2.0,5158.730158730159,other,52.0
1921.0,4.0,3.0,1,3.0,6715.252472670484,other,129.0
1127.0,2.0,2.0,1,2.0,2839.396628216504,Electronic City,32.0
1621.0,3.0,3.0,0,1.0,7649.599012954966,Rajaji Nagar,124.0
2400.0,3.0,3.0,1,0.0,15000.0,other,360.0
